in_id,query,answers_text,answers_count
10119.0,"Что для вас ""культура доверия"" в организации?",возможность высказывать идеи,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",открытый диалог,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",выдача корректной информации,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",когда между руководителем и со,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",устойчивые нормы и правила,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",взаимопомощь и поддержка,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",достойный имидж организации,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",открытость и доступность инф-и,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",честность,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",поддержка,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",желание делиться информацией,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",не хватает количества знаков,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",продуктивная работа,1.0
10119.0,"Что для вас ""культура доверия"" в организации?","говорим прямо, без утаиваний",1.0
10119.0,"Что для вас ""культура доверия"" в организации?",уверенность в окружающих людях,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",помощь без выгоды,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",свободно выражать мнение,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",открытость,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",безопасность высказываний,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",низкая бюрократия,1.0
10119.0,"Что для вас ""культура доверия"" в организации?",ффф,1.0
1036.0,Что хорошего сделал за день?,поела,1.0
1036.0,Что хорошего сделал за день?,решил вопрос,1.0
1036.0,Что хорошего сделал за день?,2,1.0
1036.0,Что хорошего сделал за день?,потестил,1.0
1036.0,Что хорошего сделал за день?,поучаствовал в ретро,1.0
1036.0,Что хорошего сделал за день?,поработал,1.0
1036.0,Что хорошего сделал за день?,проснулся :),1.0
1036.0,Что хорошего сделал за день?,участвовал в совещаниях,1.0
1036.0,Что хорошего сделал за день?,поела,1.0
1036.0,Что хорошего сделал за день?,создала себе новогоднее настроение,1.0
1036.0,Что хорошего сделал за день?,🙈,1.0
1036.0,Что хорошего сделал за день?,testing answer,1.0
1036.0,Что хорошего сделал за день?,покушал,1.0
1036.0,Что хорошего сделал за день?,порадовал своим присутствием >.<,1.0
1036.0,Что хорошего сделал за день?,помыл руки,1.0
1036.0,Что хорошего сделал за день?,поработал,1.0
1036.0,Что хорошего сделал за день?,успешный успех,1.0
1036.0,Что хорошего сделал за день?,покушал,1.0
1036.0,Что хорошего сделал за день?,приехал в офис,1.0
1036.0,Что хорошего сделал за день?,посмеялась,1.0
1036.0,Что хорошего сделал за день?,привет,1.0
1036.0,Что хорошего сделал за день?,<blink>hello there</blink>,1.0
1036.0,Что хорошего сделал за день?,закрыла все задачи),1.0
1036.0,Что хорошего сделал за день?,";!""№; 35",1.0
1036.0,Что хорошего сделал за день?,123www,1.0
1036.0,Что хорошего сделал за день?,<i><b>много всего</i></b>,1.0
1036.0,Что хорошего сделал за день?,сделала презентацию,1.0
1036.0,Что хорошего сделал за день?,достиг целей,1.0
1036.0,Что хорошего сделал за день?,макет,1.0
1036.0,Что хорошего сделал за день?,поел,1.0
1036.0,Что хорошего сделал за день?,потестил,1.0
1036.0,Что хорошего сделал за день?,провел 10 встреч,1.0
1036.0,Что хорошего сделал за день?,работаю вот,1.0
1036.0,Что хорошего сделал за день?,123www,1.0
1036.0,Что хорошего сделал за день?,.net code,1.0
1036.0,Что хорошего сделал за день?,нашел багу,1.0
1036.0,Что хорошего сделал за день?,погладил котика ^^,1.0
1036.0,Что хорошего сделал за день?,выполнил план,1.0
1036.0,Что хорошего сделал за день?,переговоры,1.0
1036.0,Что хорошего сделал за день?,не умер,1.0
1036.0,Что хорошего сделал за день?,поработал,1.0
1036.0,Что хорошего сделал за день?,поработал,1.0
1036.0,Что хорошего сделал за день?,příliš žluťoučký kůň úpěl ďábelské ódy,1.0
1036.0,Что хорошего сделал за день?,поработал,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,полезно использовать в будущем,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понятие клиентооринтрованости,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,осознание клиентоцентричности,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегам,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с партнерами,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"информ. выступающих, раб. в ко",1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мозговой штурм,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новое видение старого,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые знания,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые знакомства,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,питание!,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,информация,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,получение обратной связи,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"обмен опытом, знаниями",1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"новые знания, обмен опытом",1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с сотрудниками других,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,конструктивный диалог,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,знания по клиентоцентричности,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понятие клиентоориетированност,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в группах,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,1.коммуникация между сотру,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,2мозговой штурм по решению про,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,идея может быть реализована,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в группах,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт взаимодействия внутри аэм,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен информацией,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание клиентоцентричностт.,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новый опыт,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мнения участников,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами из оку,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,командная рабгта,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание общедивизиональных п,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,проектная деятельность,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание разницы клиентоориен,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание клиентоцентричности,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание клиентоцентничность,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,к персоналу это понятие тоже о,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,относиться,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новый опыт,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,встреча с коллегами и партнера,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,перестройка мышления под кл-ть,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,проблематика разных оку совпад,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,клиентоцентричность,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мнения и обратная связь,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,выявление общих проблематик,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,решения,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,порешать нужные задачи,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,поработать в новой команде,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понял клиентоцентричность,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,итоговые решения,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен опытом,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мозговой штурм,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,проработка проблем,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,результаты сессии руководителе,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание задачи,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"общение с коллегами,новая инфа",1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,взгляд со стороны клиента,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,взаимодействие с коллегами,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,выявление идей для развития,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новая информация,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,плодотворная работа в команде,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,узнать больше информации,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,узнать о клиентоцентричности,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,определение клиентоцентричност,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,встать на место клиента,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,раскрыли иначе цель,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,видение 2030,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новый опыт,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,тема раскрыта,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,коммуникация,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"общение, обмен опытом.",1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"выступления докладчиков, опыт",1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,командная работа,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые контакты и варианты реше,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые связи,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт коллег,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,генерация идей,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,интересный опыт,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт общения с другими,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые интересные идеи,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые знания и опыт,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен опытом и идеями,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"совместная работа, знакомство.",1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,командная работа,1.0
11016.0,Опишите одним-двумя словами что было самым ценным для вас за этот день?,интересная дискуссия,1.0
